Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.9380          -56.811      -71.339       14.528   312.2
1.9400          -56.839      -71.324       14.485   311.3
1.9420          -56.940      -71.310       14.370   308.8
1.9440          -56.944      -71.300       14.355   308.5
1.9460          -57.054      -71.292       14.238   306.0
1.9480          -56.981      -71.286       14.305   307.4
1.9500          -56.997      -71.281       14.284   307.0
1.9520          -56.995      -71.278       14.283   306.9
1.9540          -56.981      -71.275       14.294   307.2
1.9560          -56.981      -71.273       14.293   307.1
1.9580          -56.918      -71.273       14.354   308.5
1.9600          -56.949      -71.271       14.322   307.8
1.9620          -56.983      -71.271       14.288   307.0
1.9640          -57.025      -71.272       14.247   306.2
1.9660          -57.057      -71.274       14.217   305.5
1.9680          -57.000      -71.273       14.273   306.7
1.9700          -56.973      -71.271       14.298   307.3
1.9720          -56.968      -71.267       14.300   307.3
1.9740          -56.944      -71.263       14.319   307.7
1.9760          -56.868      -71.256       14.388   309.2
1.9780          -56.893      -71.244       14.352   308.4
1.9800          -56.846      -71.229       14.383   309.1
1.9820          -56.893      -71.211       14.318   307.7
1.9840          -56.943      -71.194       14.251   306.2
1.9860          -56.983      -71.175       14.192   305.0
1.9880          -57.068      -71.155       14.087   302.7
1.9900          -57.099      -71.133       14.034   301.6
1.9920          -57.015      -71.113       14.097   303.0
1.9940          -57.039      -71.092       14.053   302.0
1.9960          -57.018      -71.073       14.055   302.0
1.9980          -57.032      -71.054       14.022   301.3
2.0000          -57.118      -71.037       13.919   299.1
