Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
4.1130          -6.6232      -8.7937       2.1705   373.2
4.1140          -6.6182      -8.7904       2.1722   373.4
4.1150          -6.6135      -8.7866       2.1731   373.6
4.1160          -6.6153      -8.7824       2.1671   372.6
4.1170          -6.6247      -8.7781       2.1534   370.2
4.1180          -6.5842      -8.7733       2.1890   376.3
4.1190          -6.6020      -8.7681       2.1662   372.4
4.1200          -6.6070      -8.7628       2.1558   370.6
4.1210          -6.6121      -8.7572       2.1450   368.8
4.1220          -6.6211      -8.7514       2.1304   366.3
4.1230          -6.6149      -8.7456       2.1307   366.3
4.1240          -6.5986      -8.7398       2.1413   368.1
4.1250          -6.6025      -8.7340       2.1316   366.5
4.1260          -6.6043      -8.7282       2.1239   365.1
4.1270          -6.6200      -8.7222       2.1022   361.4
4.1280          -6.6262      -8.7161       2.0899   359.3
4.1290          -6.6297      -8.7100       2.0803   357.6
4.1300          -6.6418      -8.7035       2.0617   354.4
4.1310          -6.6344      -8.6967       2.0623   354.6
4.1320          -6.6410      -8.6897       2.0487   352.2
4.1330          -6.6544      -8.6827       2.0283   348.7
4.1340          -6.6554      -8.6757       2.0202   347.3
4.1350          -6.6357      -8.6683       2.0326   349.4
4.1360          -6.6417      -8.6608       2.0191   347.1
4.1370          -6.6557      -8.6532       1.9975   343.4
4.1380          -6.6641      -8.6453       1.9812   340.6
4.1390          -6.6809      -8.6374       1.9565   336.4
4.1400          -6.6898      -8.6295       1.9397   333.5
4.1410          -6.6994      -8.6218       1.9224   330.5
4.1420          -6.6925      -8.6143       1.9218   330.4
4.1430          -6.6864      -8.6064       1.9200   330.1
4.1440          -6.6921      -8.5987       1.9066   327.8
4.1450          -6.7178      -8.5913       1.8735   322.1
4.1460          -6.7155      -8.5840       1.8685   321.2
4.1470          -6.7095      -8.5766       1.8671   321.0
4.1480          -6.6915      -8.5694       1.8778   322.8
4.1490          -6.7052      -8.5621       1.8569   319.2
4.1500          -6.7144      -8.5547       1.8403   316.4
4.1510          -6.7113      -8.5474       1.8360   315.6
4.1520          -6.6985      -8.5400       1.8416   316.6
4.1530          -6.7022      -8.5331       1.8308   314.8
4.1540          -6.6813      -8.5262       1.8450   317.2
4.1550          -6.6848      -8.5197       1.8349   315.5
4.1560          -6.7195      -8.5135       1.7940   308.4
4.1570          -6.7092      -8.5077       1.7986   309.2
4.1580          -6.7210      -8.5022       1.7812   306.2
4.1590          -6.7249      -8.4965       1.7716   304.6
4.1600          -6.7586      -8.4908       1.7322   297.8
4.1610          -6.7372      -8.4852       1.7480   300.5
4.1620          -6.7439      -8.4799       1.7359   298.4
4.1630          -6.7546      -8.4748       1.7202   295.7
4.1640          -6.7455      -8.4701       1.7246   296.5
4.1650          -6.7347      -8.4653       1.7306   297.5
4.1660          -6.7227      -8.4604       1.7377   298.7
4.1670          -6.7181      -8.4559       1.7378   298.8
4.1680          -6.7227      -8.4513       1.7286   297.2
4.1690          -6.7277      -8.4472       1.7195   295.6
4.1700          -6.7318      -8.4434       1.7116   294.3
4.1710          -6.7466      -8.4397       1.6931   291.1
4.1720          -6.7416      -8.4360       1.6944   291.3
4.1730          -6.7431      -8.4325       1.6895   290.4
4.1740          -6.7436      -8.4293       1.6857   289.8
4.1750          -6.7270      -8.4264       1.6994   292.2
4.1760          -6.7142      -8.4237       1.7095   293.9
4.1770          -6.7098      -8.4210       1.7112   294.2
4.1780          -6.7189      -8.4190       1.7001   292.3
4.1790          -6.7122      -8.4173       1.7051   293.1
4.1800          -6.7185      -8.4158       1.6973   291.8
4.1810          -6.7412      -8.4145       1.6733   287.7
4.1820          -6.7439      -8.4135       1.6697   287.0
4.1830          -6.7740      -8.4130       1.6390   281.8
4.1840          -6.7838      -8.4125       1.6287   280.0
4.1850          -6.7657      -8.4122       1.6465   283.1
4.1860          -6.7549      -8.4119       1.6570   284.9
4.1870          -6.7591      -8.4114       1.6523   284.1
4.1880          -6.7567      -8.4113       1.6546   284.5
4.1890          -6.7660      -8.4114       1.6454   282.9
4.1900          -6.7810      -8.4119       1.6309   280.4
4.1910          -6.7829      -8.4129       1.6300   280.2
4.1920          -6.8007      -8.4143       1.6136   277.4
4.1930          -6.8066      -8.4160       1.6094   276.7
4.1940          -6.8141      -8.4179       1.6038   275.7
4.1950          -6.8085      -8.4205       1.6119   277.1
4.1960          -6.8004      -8.4234       1.6230   279.0
4.1970          -6.7911      -8.4267       1.6356   281.2
4.1980          -6.7901      -8.4303       1.6402   282.0
4.1990          -6.7705      -8.4342       1.6637   286.0
4.2000          -6.7868      -8.4381       1.6513   283.9
4.2010          -6.7761      -8.4423       1.6662   286.5
4.2020          -6.7705      -8.4466       1.6760   288.1
4.2030          -6.7761      -8.4510       1.6750   288.0
4.2040          -6.7797      -8.4558       1.6760   288.1
4.2050          -6.7737      -8.4606       1.6869   290.0
4.2060          -6.7655      -8.4659       1.7004   292.3
4.2070          -6.7684      -8.4715       1.7031   292.8
4.2080          -6.7811      -8.4773       1.6962   291.6
4.2090          -6.7562      -8.4835       1.7273   297.0
4.2100          -6.7625      -8.4895       1.7271   296.9
4.2110          -6.7969      -8.4955       1.6986   292.0
4.2120          -6.7859      -8.5016       1.7157   295.0
4.2130          -6.7605      -8.5077       1.7472   300.4
4.2140          -6.7754      -8.5141       1.7387   298.9
4.2150          -6.7611      -8.5208       1.7597   302.5
4.2160          -6.7865      -8.5276       1.7411   299.3
4.2170          -6.7927      -8.5345       1.7418   299.5
4.2180          -6.7795      -8.5415       1.7620   302.9
4.2190          -6.7655      -8.5487       1.7831   306.6
4.2200          -6.7872      -8.5557       1.7685   304.0
4.2210          -6.8171      -8.5629       1.7458   300.1
4.2220          -6.8115      -8.5704       1.7589   302.4
4.2230          -6.8235      -8.5779       1.7544   301.6
4.2240          -6.8231      -8.5855       1.7624   303.0
4.2250          -6.8359      -8.5932       1.7573   302.1
4.2260          -6.8569      -8.6010       1.7441   299.8
4.2270          -6.8577      -8.6088       1.7511   301.0
4.2280          -6.8528      -8.6167       1.7639   303.3
4.2290          -6.8614      -8.6245       1.7631   303.1
4.2300          -6.8553      -8.6324       1.7771   305.5
4.2310          -6.8494      -8.6403       1.7909   307.9
4.2320          -6.8445      -8.6482       1.8037   310.1
4.2330          -6.8311      -8.6562       1.8252   313.8
4.2340          -6.8504      -8.6644       1.8140   311.9
4.2350          -6.8717      -8.6726       1.8009   309.6
4.2360          -6.8793      -8.6808       1.8015   309.7
4.2370          -6.8682      -8.6890       1.8207   313.0
4.2380          -6.8732      -8.6968       1.8236   313.5
4.2390          -6.8693      -8.7048       1.8355   315.6
4.2400          -6.8791      -8.7127       1.8336   315.2
4.2410          -6.8787      -8.7205       1.8418   316.6
4.2420          -6.9003      -8.7282       1.8279   314.3
4.2430          -6.9159      -8.7356       1.8197   312.8
4.2440          -6.9410      -8.7429       1.8019   309.8
4.2450          -6.9394      -8.7501       1.8106   311.3
4.2460          -6.9430      -8.7570       1.8141   311.9
4.2470          -6.9573      -8.7635       1.8062   310.5
4.2480          -6.9363      -8.7695       1.8332   315.2
4.2490          -6.9364      -8.7750       1.8387   316.1
4.2500          -6.9509      -8.7801       1.8293   314.5
4.2510          -6.9405      -8.7851       1.8446   317.1
4.2520          -6.9728      -8.7897       1.8169   312.4
4.2530          -6.9960      -8.7940       1.7980   309.1
4.2540          -6.9904      -8.7979       1.8075   310.7
4.2550          -6.9903      -8.8014       1.8111   311.4
4.2560          -6.9984      -8.8047       1.8063   310.5
4.2570          -6.9965      -8.8077       1.8112   311.4
4.2580          -7.0168      -8.8103       1.7935   308.3
4.2590          -7.0000      -8.8126       1.8126   311.6
4.2600          -6.9768      -8.8145       1.8377   315.9
4.2610          -6.9851      -8.8161       1.8310   314.8
4.2620          -6.9921      -8.8174       1.8253   313.8
4.2630          -6.9899      -8.8186       1.8287   314.4
4.2640          -6.9930      -8.8195       1.8265   314.0
4.2650          -6.9972      -8.8200       1.8228   313.4
4.2660          -6.9821      -8.8202       1.8382   316.0
4.2670          -6.9790      -8.8201       1.8411   316.5
4.2680          -6.9718      -8.8196       1.8479   317.7
4.2690          -6.9562      -8.8190       1.8628   320.2
4.2700          -6.9502      -8.8183       1.8681   321.2
4.2710          -6.9415      -8.8174       1.8759   322.5
4.2720          -6.9334      -8.8160       1.8825   323.6
4.2730          -6.9176      -8.8147       1.8970   326.1
4.2740          -6.9053      -8.8134       1.9082   328.0
4.2750          -6.9021      -8.8124       1.9103   328.4
4.2760          -6.9074      -8.8114       1.9040   327.3
4.2770          -6.9046      -8.8106       1.9060   327.7
4.2780          -6.9206      -8.8100       1.8894   324.8
4.2790          -6.9316      -8.8097       1.8781   322.9
4.2800          -6.9377      -8.8098       1.8721   321.8
4.2810          -6.9233      -8.8105       1.8872   324.4
4.2820          -6.9281      -8.8116       1.8835   323.8
4.2830          -6.9273      -8.8127       1.8854   324.1
4.2840          -6.9352      -8.8139       1.8787   323.0
4.2850          -6.9173      -8.8152       1.8979   326.3
4.2860          -6.9320      -8.8165       1.8845   324.0
4.2870          -6.9063      -8.8179       1.9116   328.6
4.2880          -6.9132      -8.8196       1.9064   327.7
4.2890          -6.9470      -8.8213       1.8743   322.2
4.2900          -6.9277      -8.8230       1.8953   325.8
4.2910          -6.9312      -8.8252       1.8940   325.6
4.2920          -6.9334      -8.8274       1.8940   325.6
4.2930          -6.9184      -8.8298       1.9114   328.6
4.2940          -6.9227      -8.8324       1.9097   328.3
4.2950          -6.9307      -8.8351       1.9044   327.4
4.2960          -6.9368      -8.8379       1.9011   326.8
4.2970          -6.9497      -8.8409       1.8912   325.1
4.2980          -6.9377      -8.8440       1.9063   327.7
4.2990          -6.9391      -8.8472       1.9081   328.0
4.3000          -6.9429      -8.8501       1.9072   327.9
4.3010          -6.9569      -8.8529       1.8960   326.0
4.3020          -6.9872      -8.8557       1.8685   321.2
4.3030          -7.0076      -8.8587       1.8510   318.2
4.3040          -7.0148      -8.8616       1.8468   317.5
4.3050          -7.0075      -8.8644       1.8569   319.2
4.3060          -7.0338      -8.8673       1.8335   315.2
4.3070          -7.0454      -8.8702       1.8249   313.7
4.3080          -7.0399      -8.8731       1.8332   315.2
4.3090          -7.0250      -8.8760       1.8510   318.2
4.3100          -7.0413      -8.8789       1.8375   315.9
4.3110          -7.0252      -8.8817       1.8565   319.2
4.3120          -7.0221      -8.8847       1.8626   320.2
4.3130          -7.0387      -8.8876       1.8489   317.9
4.3140          -7.0462      -8.8906       1.8444   317.1
4.3150          -7.0472      -8.8936       1.8465   317.4
4.3160          -7.0393      -8.8965       1.8572   319.3
4.3170          -7.0352      -8.8990       1.8638   320.4
4.3180          -7.0399      -8.9014       1.8615   320.0
4.3190          -7.0330      -8.9038       1.8708   321.6
4.3200          -7.0354      -8.9064       1.8710   321.7
4.3210          -7.0480      -8.9092       1.8612   320.0
4.3220          -7.0669      -8.9119       1.8450   317.2
4.3230          -7.0557      -8.9146       1.8589   319.6
4.3240          -7.0569      -8.9172       1.8603   319.8
4.3250          -7.0602      -8.9195       1.8593   319.6
4.3260          -7.0587      -8.9218       1.8631   320.3
4.3270          -7.0686      -8.9238       1.8552   318.9
4.3280          -7.0770      -8.9255       1.8486   317.8
4.3290          -7.0679      -8.9272       1.8593   319.6
4.3300          -7.0908      -8.9287       1.8379   316.0
4.3310          -7.1079      -8.9301       1.8223   313.3
4.3320          -7.1238      -8.9316       1.8078   310.8
4.3330          -7.1181      -8.9328       1.8147   312.0
4.3340          -7.1155      -8.9340       1.8185   312.6
4.3350          -7.1334      -8.9347       1.8013   309.7
4.3360          -7.1347      -8.9350       1.8003   309.5
4.3370          -7.1216      -8.9352       1.8136   311.8
4.3380          -7.1321      -8.9350       1.8030   310.0
4.3390          -7.1359      -8.9348       1.7989   309.3
4.3400          -7.1231      -8.9344       1.8113   311.4
4.3410          -7.1033      -8.9338       1.8305   314.7
4.3420          -7.0950      -8.9330       1.8380   316.0
4.3430          -7.0959      -8.9320       1.8360   315.6
4.3440          -7.0680      -8.9308       1.8627   320.2
4.3450          -7.0715      -8.9293       1.8578   319.4
4.3460          -7.0689      -8.9273       1.8584   319.5
4.3470          -7.0618      -8.9251       1.8633   320.3
4.3480          -7.0733      -8.9223       1.8490   317.9
4.3490          -7.0769      -8.9191       1.8422   316.7
4.3500          -7.0845      -8.9153       1.8309   314.8
4.3510          -7.0763      -8.9114       1.8351   315.5
4.3520          -7.0723      -8.9072       1.8349   315.5
4.3530          -7.0701      -8.9026       1.8325   315.0
4.3540          -7.0625      -8.8975       1.8350   315.5
4.3550          -7.0388      -8.8919       1.8531   318.6
4.3560          -7.0248      -8.8859       1.8612   320.0
4.3570          -7.0409      -8.8795       1.8386   316.1
4.3580          -7.0337      -8.8728       1.8391   316.2
4.3590          -7.0483      -8.8658       1.8174   312.4
4.3600          -7.0160      -8.8585       1.8424   316.7
4.3610          -7.0277      -8.8512       1.8234   313.5
4.3620          -7.0298      -8.8439       1.8141   311.9
4.3630          -7.0276      -8.8364       1.8088   311.0
4.3640          -7.0182      -8.8287       1.8106   311.3
4.3650          -7.0262      -8.8206       1.7944   308.5
4.3660          -7.0483      -8.8126       1.7643   303.3
4.3670          -7.0579      -8.8047       1.7468   300.3
4.3680          -7.0650      -8.7969       1.7319   297.7
4.3690          -7.0648      -8.7889       1.7242   296.4
4.3700          -7.0781      -8.7812       1.7031   292.8
4.3710          -7.0849      -8.7740       1.6891   290.4
4.3720          -7.0935      -8.7673       1.6737   287.7
4.3730          -7.1077      -8.7607       1.6530   284.2
4.3740          -7.1018      -8.7544       1.6525   284.1
4.3750          -7.1030      -8.7480       1.6450   282.8
4.3760          -7.1015      -8.7422       1.6407   282.1
4.3770          -7.0833      -8.7366       1.6533   284.2
4.3780          -7.0774      -8.7313       1.6539   284.3
4.3790          -7.0815      -8.7266       1.6451   282.8
4.3800          -7.0963      -8.7222       1.6259   279.5
4.3810          -7.0964      -8.7184       1.6220   278.8
4.3820          -7.1134      -8.7158       1.6024   275.5
4.3830          -7.1170      -8.7141       1.5971   274.6
4.3840          -7.0908      -8.7132       1.6224   278.9
4.3850          -7.0862      -8.7132       1.6270   279.7
4.3860          -7.0878      -8.7144       1.6266   279.6
4.3870          -7.0908      -8.7169       1.6261   279.6
4.3880          -7.0878      -8.7209       1.6331   280.8
4.3890          -7.0796      -8.7260       1.6464   283.0
4.3900          -7.0756      -8.7315       1.6560   284.7
4.3910          -7.0688      -8.7379       1.6691   286.9
4.3920          -7.0721      -8.7450       1.6729   287.6
4.3930          -7.0730      -8.7528       1.6798   288.8
4.3940          -7.0891      -8.7608       1.6717   287.4
4.3950          -7.1058      -8.7693       1.6636   286.0
4.3960          -7.1210      -8.7786       1.6576   285.0
4.3970          -7.1322      -8.7882       1.6560   284.7
4.3980          -7.1391      -8.7980       1.6589   285.2
4.3990          -7.1399      -8.8079       1.6680   286.8
4.4000          -7.1293      -8.8176       1.6884   290.3
4.4010          -7.1143      -8.8274       1.7131   294.5
4.4020          -7.0977      -8.8373       1.7396   299.1
4.4030          -7.0668      -8.8471       1.7803   306.1
4.4040          -7.0670      -8.8563       1.7892   307.6
4.4050          -7.0805      -8.8645       1.7840   306.7
4.4060          -7.0729      -8.8721       1.7993   309.3
4.4070          -7.0616      -8.8793       1.8177   312.5
4.4080          -7.0858      -8.8858       1.8000   309.5
4.4090          -7.0959      -8.8915       1.7955   308.7
4.4100          -7.0869      -8.8964       1.8096   311.1
4.4110          -7.0963      -8.9011       1.8048   310.3
4.4120          -7.0930      -8.9054       1.8124   311.6
4.4130          -7.0920      -8.9090       1.8169   312.4
4.4140          -7.0950      -8.9117       1.8167   312.3
4.4150          -7.0969      -8.9139       1.8170   312.4
4.4160          -7.0753      -8.9156       1.8403   316.4
4.4170          -7.0774      -8.9169       1.8395   316.2
4.4180          -7.0898      -8.9175       1.8277   314.2
4.4190          -7.0885      -8.9176       1.8292   314.5
4.4200          -7.0766      -8.9174       1.8408   316.5
4.4210          -7.0671      -8.9167       1.8497   318.0
4.4220          -7.0252      -8.9156       1.8904   325.0
4.4230          -7.0095      -8.9140       1.9046   327.4
4.4240          -7.0139      -8.9117       1.8977   326.3
4.4250          -7.0220      -8.9092       1.8872   324.4
4.4260          -7.0295      -8.9064       1.8769   322.7
4.4270          -7.0110      -8.9032       1.8922   325.3
4.4280          -6.9924      -8.8995       1.9072   327.9
4.4290          -6.9949      -8.8955       1.9006   326.7
4.4300          -7.0125      -8.8909       1.8784   322.9
4.4310          -7.0191      -8.8860       1.8670   321.0
4.4320          -7.0178      -8.8812       1.8634   320.4
4.4330          -7.0470      -8.8761       1.8292   314.5
4.4340          -7.0689      -8.8708       1.8020   309.8
4.4350          -7.0624      -8.8653       1.8029   310.0
4.4360          -7.0788      -8.8598       1.7810   306.2
4.4370          -7.0807      -8.8541       1.7734   304.9
4.4380          -7.1063      -8.8482       1.7420   299.5
4.4390          -7.0912      -8.8421       1.7509   301.0
4.4400          -7.0940      -8.8361       1.7421   299.5
4.4410          -7.0863      -8.8304       1.7442   299.9
4.4420          -7.0986      -8.8250       1.7264   296.8
4.4430          -7.0986      -8.8192       1.7206   295.8
4.4440          -7.1117      -8.8133       1.7016   292.5
4.4450          -7.1105      -8.8067       1.6962   291.6
4.4460          -7.1102      -8.8002       1.6900   290.5
4.4470          -7.0990      -8.7937       1.6948   291.4
4.4480          -7.0832      -8.7873       1.7041   293.0
4.4490          -7.0681      -8.7808       1.7127   294.5
4.4500          -7.0824      -8.7746       1.6921   290.9
4.4510          -7.0747      -8.7682       1.6935   291.1
4.4520          -7.1052      -8.7617       1.6565   284.8
4.4530          -7.1109      -8.7557       1.6448   282.8
4.4540          -7.1153      -8.7502       1.6349   281.1
4.4550          -7.1101      -8.7449       1.6349   281.1
4.4560          -7.0952      -8.7398       1.6447   282.7
4.4570          -7.0980      -8.7351       1.6371   281.4
4.4580          -7.1069      -8.7306       1.6237   279.1
4.4590          -7.0976      -8.7262       1.6286   280.0
4.4600          -7.0796      -8.7223       1.6427   282.4
4.4610          -7.0740      -8.7188       1.6448   282.8
4.4620          -7.0634      -8.7159       1.6525   284.1
4.4630          -7.0742      -8.7136       1.6394   281.8
4.4640          -7.0575      -8.7119       1.6545   284.4
4.4650          -7.0646      -8.7109       1.6463   283.0
4.4660          -7.0669      -8.7110       1.6441   282.7
4.4670          -7.0538      -8.7118       1.6580   285.0
4.4680          -7.0722      -8.7131       1.6409   282.1
4.4690          -7.0915      -8.7149       1.6234   279.1
4.4700          -7.0887      -8.7175       1.6287   280.0
4.4710          -7.0905      -8.7204       1.6299   280.2
4.4720          -7.1236      -8.7236       1.6000   275.1
4.4730          -7.1074      -8.7274       1.6201   278.5
4.4740          -7.1076      -8.7318       1.6243   279.2
4.4750          -7.1153      -8.7368       1.6216   278.8
4.4760          -7.1090      -8.7425       1.6335   280.8
4.4770          -7.1142      -8.7484       1.6342   280.9
4.4780          -7.1378      -8.7541       1.6162   277.9
4.4790          -7.1590      -8.7598       1.6008   275.2
4.4800          -7.1497      -8.7654       1.6157   277.8
4.4810          -7.1487      -8.7714       1.6227   279.0
4.4820          -7.1408      -8.7775       1.6366   281.4
4.4830          -7.1233      -8.7833       1.6600   285.4
4.4840          -7.1158      -8.7891       1.6733   287.7
4.4850          -7.1054      -8.7947       1.6894   290.4
4.4860          -7.1322      -8.8000       1.6678   286.7
4.4870          -7.1256      -8.8047       1.6791   288.7
4.4880          -7.1631      -8.8087       1.6457   282.9
4.4890          -7.1847      -8.8126       1.6280   279.9
4.4900          -7.1720      -8.8163       1.6443   282.7
4.4910          -7.1706      -8.8197       1.6491   283.5
4.4920          -7.1760      -8.8226       1.6466   283.1
4.4930          -7.1753      -8.8250       1.6497   283.6
4.4940          -7.1924      -8.8267       1.6343   281.0
4.4950          -7.1566      -8.8283       1.6717   287.4
4.4960          -7.1523      -8.8296       1.6773   288.4
4.4970          -7.1518      -8.8308       1.6789   288.6
4.4980          -7.1254      -8.8317       1.7063   293.4
4.4990          -7.1332      -8.8323       1.6991   292.1
4.5000          -7.1395      -8.8328       1.6932   291.1
4.5010          -7.1536      -8.8332       1.6796   288.8
4.5020          -7.1486      -8.8332       1.6846   289.6
4.5030          -7.1455      -8.8330       1.6874   290.1
4.5040          -7.1497      -8.8327       1.6830   289.3
4.5050          -7.1408      -8.8325       1.6917   290.8
4.5060          -7.1536      -8.8320       1.6784   288.5
4.5070          -7.1264      -8.8314       1.7050   293.1
4.5080          -7.1333      -8.8311       1.6978   291.9
4.5090          -7.1475      -8.8310       1.6835   289.4
4.5100          -7.1288      -8.8307       1.7019   292.6
4.5110          -7.1510      -8.8302       1.6792   288.7
4.5120          -7.1284      -8.8299       1.7015   292.5
4.5130          -7.1213      -8.8296       1.7083   293.7
4.5140          -7.1223      -8.8293       1.7070   293.5
4.5150          -7.1319      -8.8290       1.6971   291.8
4.5160          -7.1312      -8.8289       1.6977   291.9
4.5170          -7.1049      -8.8288       1.7239   296.4
4.5180          -7.0954      -8.8286       1.7332   298.0
4.5190          -7.1002      -8.8281       1.7278   297.0
4.5200          -7.0927      -8.8272       1.7345   298.2
4.5210          -7.1094      -8.8263       1.7169   295.2
4.5220          -7.0912      -8.8252       1.7340   298.1
4.5230          -7.0751      -8.8238       1.7487   300.6
4.5240          -7.0874      -8.8224       1.7350   298.3
4.5250          -7.0671      -8.8210       1.7540   301.5
4.5260          -7.0581      -8.8194       1.7613   302.8
4.5270          -7.0576      -8.8178       1.7602   302.6
4.5280          -7.0841      -8.8161       1.7320   297.8
4.5290          -7.0819      -8.8141       1.7322   297.8
4.5300          -7.0935      -8.8120       1.7185   295.4
4.5310          -7.0898      -8.8096       1.7198   295.7
4.5320          -7.0911      -8.8071       1.7161   295.0
4.5330          -7.0956      -8.8048       1.7092   293.8
4.5340          -7.1149      -8.8027       1.6878   290.2
4.5350          -7.1225      -8.8004       1.6779   288.5
4.5360          -7.1360      -8.7980       1.6620   285.7
4.5370          -7.1524      -8.7957       1.6433   282.5
4.5380          -7.1420      -8.7934       1.6514   283.9
4.5390          -7.1386      -8.7910       1.6524   284.1
4.5400          -7.1206      -8.7887       1.6680   286.8
4.5410          -7.1148      -8.7865       1.6717   287.4
4.5420          -7.1025      -8.7843       1.6818   289.1
4.5430          -7.0732      -8.7824       1.7092   293.9
4.5440          -7.0875      -8.7811       1.6936   291.2
4.5450          -7.1058      -8.7802       1.6745   287.9
4.5460          -7.1241      -8.7800       1.6559   284.7
4.5470          -7.1141      -8.7800       1.6659   286.4
4.5480          -7.1065      -8.7806       1.6741   287.8
4.5490          -7.1231      -8.7817       1.6586   285.1
4.5500          -7.1282      -8.7829       1.6547   284.5
4.5510          -7.1269      -8.7840       1.6571   284.9
4.5520          -7.1310      -8.7854       1.6544   284.4
4.5530          -7.1569      -8.7868       1.6299   280.2
4.5540          -7.1804      -8.7885       1.6081   276.5
4.5550          -7.1755      -8.7905       1.6150   277.7
4.5560          -7.1903      -8.7930       1.6027   275.5
4.5570          -7.1943      -8.7958       1.6015   275.3
4.5580          -7.2225      -8.7991       1.5766   271.0
4.5590          -7.2009      -8.8025       1.6016   275.4
4.5600          -7.1977      -8.8063       1.6086   276.5
4.5610          -7.2114      -8.8104       1.5989   274.9
4.5620          -7.2141      -8.8147       1.6007   275.2
4.5630          -7.1997      -8.8198       1.6202   278.5
4.5640          -7.1994      -8.8256       1.6262   279.6
4.5650          -7.2170      -8.8316       1.6147   277.6
4.5660          -7.2035      -8.8382       1.6347   281.0
4.5670          -7.1984      -8.8452       1.6468   283.1
4.5680          -7.1991      -8.8522       1.6531   284.2
4.5690          -7.2106      -8.8595       1.6489   283.5
4.5700          -7.2320      -8.8669       1.6349   281.1
4.5710          -7.2387      -8.8745       1.6358   281.2
4.5720          -7.2155      -8.8818       1.6663   286.5
4.5730          -7.2096      -8.8890       1.6794   288.7
4.5740          -7.2223      -8.8965       1.6742   287.8
4.5750          -7.2127      -8.9042       1.6915   290.8
4.5760          -7.2056      -8.9118       1.7062   293.3
4.5770          -7.1855      -8.9189       1.7334   298.0
4.5780          -7.1945      -8.9259       1.7313   297.7
4.5790          -7.2022      -8.9325       1.7302   297.5
4.5800          -7.1849      -8.9390       1.7541   301.6
4.5810          -7.1716      -8.9453       1.7738   304.9
4.5820          -7.1765      -8.9514       1.7750   305.2
4.5830          -7.1731      -8.9571       1.7840   306.7
4.5840          -7.1802      -8.9624       1.7822   306.4
4.5850          -7.1873      -8.9675       1.7802   306.0
4.5860          -7.1972      -8.9720       1.7748   305.1
4.5870          -7.1937      -8.9760       1.7822   306.4
4.5880          -7.1790      -8.9795       1.8006   309.5
4.5890          -7.1819      -8.9828       1.8009   309.6
4.5900          -7.1889      -8.9853       1.7963   308.8
4.5910          -7.1542      -8.9875       1.8333   315.2
4.5920          -7.1713      -8.9889       1.8176   312.5
4.5930          -7.1896      -8.9898       1.8002   309.5
4.5940          -7.1975      -8.9899       1.7924   308.2
4.5950          -7.2123      -8.9895       1.7772   305.5
4.5960          -7.1871      -8.9886       1.8015   309.7
4.5970          -7.1771      -8.9873       1.8102   311.2
4.5980          -7.1988      -8.9857       1.7869   307.2
4.5990          -7.2054      -8.9836       1.7781   305.7
4.6000          -7.1952      -8.9809       1.7857   307.0
4.6010          -7.1881      -8.9778       1.7898   307.7
4.6020          -7.1992      -8.9742       1.7751   305.2
4.6030          -7.2170      -8.9701       1.7531   301.4
4.6040          -7.2055      -8.9658       1.7603   302.6
4.6050          -7.1875      -8.9613       1.7738   305.0
4.6060          -7.1899      -8.9564       1.7665   303.7
4.6070          -7.1698      -8.9511       1.7813   306.2
4.6080          -7.1531      -8.9458       1.7927   308.2
4.6090          -7.1316      -8.9405       1.8089   311.0
4.6100          -7.1276      -8.9352       1.8077   310.8
4.6110          -7.1301      -8.9296       1.7995   309.4
4.6120          -7.1277      -8.9240       1.7963   308.8
4.6130          -7.1481      -8.9186       1.7705   304.4
4.6140          -7.1353      -8.9131       1.7777   305.6
4.6150          -7.1444      -8.9076       1.7632   303.1
4.6160          -7.1332      -8.9021       1.7688   304.1
4.6170          -7.1348      -8.8967       1.7619   302.9
4.6180          -7.1389      -8.8914       1.7525   301.3
4.6190          -7.1369      -8.8861       1.7492   300.7
4.6200          -7.1535      -8.8809       1.7274   297.0
4.6210          -7.1570      -8.8756       1.7186   295.5
4.6220          -7.1332      -8.8702       1.7370   298.6
4.6230          -7.1361      -8.8649       1.7288   297.2
4.6240          -7.1405      -8.8599       1.7194   295.6
4.6250          -7.1318      -8.8552       1.7234   296.3
4.6260          -7.1358      -8.8510       1.7152   294.9
4.6270          -7.1155      -8.8472       1.7317   297.7
4.6280          -7.1222      -8.8436       1.7214   295.9
4.6290          -7.1295      -8.8402       1.7107   294.1
4.6300          -7.1197      -8.8369       1.7172   295.2
4.6310          -7.0924      -8.8340       1.7416   299.4
4.6320          -7.0951      -8.8310       1.7359   298.4
4.6330          -7.0950      -8.8282       1.7332   298.0
4.6340          -7.0841      -8.8257       1.7416   299.4
4.6350          -7.0928      -8.8236       1.7308   297.6
4.6360          -7.1026      -8.8217       1.7191   295.5
4.6370          -7.0918      -8.8199       1.7281   297.1
4.6380          -7.1102      -8.8181       1.7078   293.6
4.6390          -7.1203      -8.8163       1.6959   291.6
4.6400          -7.1320      -8.8145       1.6825   289.2
4.6410          -7.1455      -8.8127       1.6672   286.6
4.6420          -7.1331      -8.8111       1.6780   288.5
4.6430          -7.1402      -8.8098       1.6695   287.0
4.6440          -7.1335      -8.8086       1.6751   288.0
4.6450          -7.1234      -8.8073       1.6840   289.5
4.6460          -7.1157      -8.8059       1.6902   290.6
4.6470          -7.1073      -8.8042       1.6969   291.7
4.6480          -7.1137      -8.8024       1.6888   290.3
4.6490          -7.1200      -8.8004       1.6804   288.9
